yourlist:M201705058A530B6CA0138AFAA6D2B97CE8C2A924D0C2A2K	Entry	Entry name	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Organism
P28166	P28166	ZFH1_DROME	Zinc finger protein 1 (Zinc finger homeodomain protein 1)	zfh1 zfh-1 CG1322	zfh1	zfh-1		CG1322	Drosophila melanogaster (Fruit fly)
P28161	P28161	GSTM2_HUMAN	Glutathione S-transferase Mu 2 (EC 2.5.1.18) (GST class-mu 2) (GSTM2-2)	GSTM2 GST4	GSTM2	GST4			Homo sapiens (Human)
P28157	P28157	HYPC_RHILV	Hydrogenase expression/formation protein HypC	hypC hupO	hypC	hupO			Rhizobium leguminosarum bv. viciae
P28092	P28092	WNT7_EVATR	Protein Wnt-7 (Fragment)	WNT-7	WNT-7				Evasterias troschelii (Mottled sea star)
P28078	P28078	DMA_MOUSE	Class II histocompatibility antigen, M alpha chain	H2-DMa H2-Ma Ma	H2-DMa	H2-Ma Ma			Mus musculus (Mouse)
P28072	P28072	PSB6_HUMAN	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y)	PSMB6 LMPY Y	PSMB6	LMPY Y			Homo sapiens (Human)
P28069	P28069	PIT1_HUMAN	Pituitary-specific positive transcription factor 1 (PIT-1) (Growth hormone factor 1) (GHF-1)	POU1F1 GHF1 PIT1	POU1F1	GHF1 PIT1			Homo sapiens (Human)
P28068	P28068	DMB_HUMAN	HLA class II histocompatibility antigen, DM beta chain (MHC class II antigen DMB) (Really interesting new gene 7 protein)	HLA-DMB DMB RING7	HLA-DMB	DMB RING7			Homo sapiens (Human)
P28066	P28066	PSA5_HUMAN	Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	PSMA5	PSMA5				Homo sapiens (Human)
P28065	P28065	PSB9_HUMAN	Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)	PSMB9 LMP2 PSMB6i RING12	PSMB9	LMP2 PSMB6i RING12			Homo sapiens (Human)
P28062	P28062	PSB8_HUMAN	Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein)	PSMB8 LMP7 PSMB5i RING10 Y2	PSMB8	LMP7 PSMB5i RING10 Y2			Homo sapiens (Human)
P28033	P28033	CEBPB_MOUSE	CCAAT/enhancer-binding protein beta (C/EBP beta) (AGP/EBP) (Interleukin-6-dependent-binding protein) (IL-6DBP) (Liver-enriched transcriptional activator) (LAP)	Cebpb	Cebpb				Mus musculus (Mouse)
P28026	P28026	WNT8_XENLA	Protein Wnt-8 (XWnt-8)	wnt8	wnt8				Xenopus laevis (African clawed frog)
P28025	P28025	KI11B_XENLA	Kinesin-like protein KIF11-B (Kinesin-5) (Kinesin-related motor protein Eg5-1) (XLEg5K1) (XlEg5)	kif11-b eg5	kif11-b	eg5			Xenopus laevis (African clawed frog)
P28020	P28020	CSK21_XENLA	Casein kinase II subunit alpha (CK II) (EC 2.7.11.1)	csnk2a1	csnk2a1				Xenopus laevis (African clawed frog)
P28013	P28013	CFI2_MEDSA	Chalcone--flavonone isomerase 2 (Chalcone isomerase 2) (EC 5.5.1.6) (Fragment)	CHI2 CHI-2	CHI2	CHI-2			Medicago sativa (Alfalfa)
P28000	P28000	RPAC2_YEAST	DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (AC19) (DNA-directed RNA polymerases I and III 16 kDa polypeptide) (RPA19)	RPC19 YNL113W N1937	RPC19		YNL113W	N1937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27986	P27986	P85A_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	PIK3R1	GRB1			Homo sapiens (Human)
P27930	P27930	IL1R2_HUMAN	Interleukin-1 receptor type 2 (IL-1R-2) (IL-1RT-2) (IL-1RT2) (CD121 antigen-like family member B) (CDw121b) (IL-1 type II receptor) (Interleukin-1 receptor beta) (IL-1R-beta) (Interleukin-1 receptor type II) (CD antigen CD121b) [Cleaved into: Interleukin-1 receptor type 2, membrane form (mIL-1R2) (mIL-1RII); Interleukin-1 receptor type 2, soluble form (sIL-1R2) (sIL-1RII)]	IL1R2 IL1RB	IL1R2	IL1RB			Homo sapiens (Human)
P27844	P27844	RARD_ECOLI	Protein RarD	rarD b3819 JW5589	rarD		b3819 JW5589		Escherichia coli (strain K12)
P27816	P27816	MAP4_HUMAN	Microtubule-associated protein 4 (MAP-4)	MAP4	MAP4				Homo sapiens (Human)
P27812	P27812	KRBBA_MOUSE	Killer cell lectin-like receptor subfamily B member 1B allele A (CD161 antigen-like family member B) (Lymphocyte antigen 55b) (Ly-55b) (NKR-P1 34) (Natural killer cell surface protein NKR-P1B allele SJL/BALB) (NKR-P1B) (CD antigen CD161b)	Klrb1b Ly55b Nkrp1b	Klrb1b	Ly55b Nkrp1b			Mus musculus (Mouse)
P27811	P27811	KLRBA_MOUSE	Killer cell lectin-like receptor subfamily B member 1A (NKR-P1A) (CD161 antigen-like family member A) (Lymphocyte antigen 55A) (Ly-55A) (NKR-P1.7) (Natural killer cell surface protein P1-2) (NKR-P1 2) (CD antigen CD161a)	Klrb1a Ly55 Ly55a Nkrp1a	Klrb1a	Ly55 Ly55a Nkrp1a			Mus musculus (Mouse)
P27810	P27810	KTR1_YEAST	Alpha-1,2 mannosyltransferase KTR1 (EC 2.4.1.-)	KTR1 YOR099W YOR3189W	KTR1		YOR099W	YOR3189W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27797	P27797	CALR_HUMAN	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	CALR CRTC	CALR	CRTC			Homo sapiens (Human)
P27784	P27784	CCL6_MOUSE	C-C motif chemokine 6 (Protein C10) (Small-inducible cytokine A6) [Cleaved into: CCL6(22-95); CCL6(23-95)]	Ccl6 C10 Scya6	Ccl6	C10 Scya6			Mus musculus (Mouse)
P27779	P27779	CUP7_DROME	Pupal cuticle protein Edg-78E	Edg78E EDG-78E CG7673	Edg78E	EDG-78E		CG7673	Drosophila melanogaster (Fruit fly)
P27766	P27766	DYI3_CHLRE	Dynein, 70 kDa intermediate chain, flagellar outer arm (IC69) (IC70)	ODA6 IC70 ODA-6	ODA6	IC70 ODA-6			Chlamydomonas reinhardtii (Chlamydomonas smithii)
P27755	P27755	PRU_MYXXA	Protein U	pru	pru				Myxococcus xanthus
P27747	P27747	ACOC_CUPNH	Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system (EC 2.3.1.12) (Acetoin dehydrogenase E2 component) (Dihydrolipoamide acetyltransferase component of acetoin cleaving system) (Fast-migrating protein) (FMP)	acoC H16_B0146	acoC		H16_B0146		Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)
P27732	P27732	CAC1D_RAT	Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Rat brain class D) (RBD) (Voltage-gated calcium channel subunit alpha Cav1.3)	Cacna1d Cach3 Cacn4 Cacnl1a2 Cchl1a2	Cacna1d	Cach3 Cacn4 Cacnl1a2 Cchl1a2			Rattus norvegicus (Rat)
P27707	P27707	DCK_HUMAN	Deoxycytidine kinase (dCK) (EC 2.7.1.74)	DCK	DCK				Homo sapiens (Human)
P27705	P27705	MIG1_YEAST	Regulatory protein MIG1 (Regulatory protein CAT4)	MIG1 CAT4 SSN1 YGL035C	MIG1	CAT4 SSN1	YGL035C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27695	P27695	APEX1_HUMAN	DNA-(apurinic or apyrimidinic site) lyase (EC 3.1.-.-) (EC 4.2.99.18) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) lyase, mitochondrial]	APEX1 APE APE1 APEX APX HAP1 REF1	APEX1	APE APE1 APEX APX HAP1 REF1			Homo sapiens (Human)
P27694	P27694	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70	RPA1	REPA1 RPA70			Homo sapiens (Human)
P27658	P27658	CO8A1_HUMAN	Collagen alpha-1(VIII) chain (Endothelial collagen) [Cleaved into: Vastatin]	COL8A1 C3orf7	COL8A1	C3orf7			Homo sapiens (Human)
P27639	P27639	IF4A_CAEEL	Eukaryotic initiation factor 4A (eIF-4A) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A) (Initiation factor 1)	inf-1 F57B9.6	inf-1			F57B9.6	Caenorhabditis elegans
P27637	P27637	BUD14_YEAST	Bud site selection protein 14	BUD14 YAR014C FUN2	BUD14		YAR014C	FUN2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27622	P27622	TAGC_BACSU	Putative major teichoic acid biosynthesis protein C	tagC dinC BSU35770	tagC	dinC	BSU35770		Bacillus subtilis (strain 168)
P27621	P27621	TAGB_BACSU	Teichoic acid glycerol-phosphate primase (EC 2.7.8.44) (CDP-glycerol:N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase) (CDP-glycerol:glycerophosphate glycerophosphotransferase) (Major teichoic acid biosynthesis protein B) (Tag primase)	tagB BSU35760	tagB		BSU35760		Bacillus subtilis (strain 168)
P27614	P27614	CBPS_YEAST	Carboxypeptidase S (EC 3.4.17.4) (GLY-X carboxypeptidase) (YSCS)	CPS1 CPS YJL172W J0510	CPS1	CPS	YJL172W	J0510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27611	P27611	NHAC_BACPE	Na(+)/H(+) antiporter NhaC (Sodium/hydrogen antiporter) (Sodium/proton antiporter)	nhaC BpOF4_13965	nhaC		BpOF4_13965		Bacillus pseudofirmus (strain OF4)
P27573	P27573	MYP0_MOUSE	Myelin protein P0 (Myelin peripheral protein) (MPP) (Myelin protein zero)	Mpz P0	Mpz	P0			Mus musculus (Mouse)
P27560	P27560	RIP3_SAPOF	Ribosome-inactivating protein saporin-3 (SAP-3) (SO-3) (EC 3.2.2.22) (rRNA N-glycosidase) (Fragment)	SAP3	SAP3				Saponaria officinalis (Common soapwort) (Lychnis saponaria)
P27559	P27559	RIP2_SAPOF	Ribosome-inactivating protein saporin-2 (SAP-2) (SO-2) (EC 3.2.2.22) (rRNA N-glycosidase)	SAP2	SAP2				Saponaria officinalis (Common soapwort) (Lychnis saponaria)
P27546	P27546	MAP4_MOUSE	Microtubule-associated protein 4 (MAP-4)	Map4 Mtap4	Map4	Mtap4			Mus musculus (Mouse)
P27544	P27544	CERS1_HUMAN	Ceramide synthase 1 (CerS1) (LAG1 longevity assurance homolog 1) (Longevity assurance gene 1 protein homolog 1) (Protein UOG-1)	CERS1 LAG1 LASS1 UOG1	CERS1	LAG1 LASS1 UOG1			Homo sapiens (Human)
P27540	P27540	ARNT_HUMAN	Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)	ARNT BHLHE2	ARNT	BHLHE2			Homo sapiens (Human)
P27514	P27514	PHO91_YEAST	Low-affinity phosphate transporter PHO91	PHO91 YNR013C N2052	PHO91		YNR013C	N2052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27490	P27490	CB28_PEA	Chlorophyll a-b binding protein 8, chloroplastic (LHCII type I CAB-8)	CAB8 LHCB1	CAB8	LHCB1			Pisum sativum (Garden pea)
P27482	P27482	CALL3_HUMAN	Calmodulin-like protein 3 (CaM-like protein) (CLP) (Calmodulin-related protein NB-1)	CALML3	CALML3				Homo sapiens (Human)
P27476	P27476	NSR1_YEAST	Nuclear localization sequence-binding protein (p67)	NSR1 YGR159C G7001	NSR1		YGR159C	G7001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27472	P27472	GYS2_YEAST	Glycogen [starch] synthase isoform 2 (EC 2.4.1.11)	GSY2 YLR258W L8479.8	GSY2		YLR258W	L8479.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27466	P27466	KCC1_YEAST	Calcium/calmodulin-dependent protein kinase I (EC 2.7.11.17)	CMK1 YFR014C	CMK1		YFR014C		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P27448	P27448	MARK3_HUMAN	MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (C-TAK1) (cTAK1) (Cdc25C-associated protein kinase 1) (ELKL motif kinase 2) (EMK-2) (Protein kinase STK10) (Ser/Thr protein kinase PAR-1) (Par-1a) (Serine/threonine-protein kinase p78)	MARK3 CTAK1 EMK2	MARK3	CTAK1 EMK2			Homo sapiens (Human)
P27429	P27429	GONL_SQUAC	Gonadoliberin (Gonadotropin-releasing hormone) (GnRH) (LH-RH) (Luliberin)						Squalus acanthias (Spiny dogfish)
P27414	P27414	FTSY_SULAC	Signal recognition particle receptor FtsY (SRP receptor) (Docking protein) (P41)	ftsY dpa sso Saci_1462	ftsY	dpa sso	Saci_1462		Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)
P27391	P27391	VP30_BPPRD	Minor capsid protein P30 (Protein P) (GpP)	XXX P	XXX	P			Enterobacteria phage PRD1 (Bacteriophage PRD1)
P27389	P27389	VP18_BPPRD	Protein P18 (GpM) (Protein M)	XVIII M	XVIII	M			Enterobacteria phage PRD1 (Bacteriophage PRD1)
P27388	P27388	PKG22_BPPRD	Packaging protein P22 (GpK) (Protein K)	XXII K	XXII	K			Enterobacteria phage PRD1 (Bacteriophage PRD1)
P27358	P27358	SPAN1_BPP21	Spanin, inner membrane subunit (i-spanin) (Lysis protein Rz)	Rz	Rz				Enterobacteria phage P21 (Bacteriophage 21) (Bacteriophage P21)
P27348	P27348	1433T_HUMAN	14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)	YWHAQ	YWHAQ				Homo sapiens (Human)
P27347	P27347	MNB1B_MAIZE	DNA-binding protein MNB1B (HMG1-like protein)	MNB1B	MNB1B				Zea mays (Maize)
P27338	P27338	AOFB_HUMAN	Amine oxidase [flavin-containing] B (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	MAOB	MAOB				Homo sapiens (Human)
P27323	P27323	HS901_ARATH	Heat shock protein 90-1 (AtHSP90.1) (AtHsp90-1) (Heat shock protein 81-1) (Hsp81-1) (Heat shock protein 83)	HSP90-1 HSP81-1 HSP83 At5g52640 F6N7.13	HSP90-1	HSP81-1 HSP83	At5g52640	F6N7.13	Arabidopsis thaliana (Mouse-ear cress)
P27320	P27320	FER_SYNY3	Ferredoxin-1 (Ferredoxin I)	petF fed ssl0020	petF	fed	ssl0020		Synechocystis sp. (strain PCC 6803 / Kazusa)
P27253	P27253	SCPA_ECOLI	Methylmalonyl-CoA mutase (MCM) (EC 5.4.99.2)	scpA sbm yliK b2917 JW2884	scpA	sbm yliK	b2917 JW2884		Escherichia coli (strain K12)
P27245	P27245	MARR_ECOLI	Multiple antibiotic resistance protein MarR	marR cfxB inaR soxQ b1530 JW5248	marR	cfxB inaR soxQ	b1530 JW5248		Escherichia coli (strain K12)
P27218	P27218	SCRY_KLEPN	Sucrose porin	scrY	scrY				Klebsiella pneumoniae
P27217	P27217	SCRB_KLEPN	Sucrose-6-phosphate hydrolase (Sucrase) (EC 3.2.1.26) (Invertase)	scrB	scrB				Klebsiella pneumoniae
P27206	P27206	SRFAA_BACSU	Surfactin synthase subunit 1	srfAA srfA srfA1 BSU03480	srfAA	srfA srfA1	BSU03480		Bacillus subtilis (strain 168)
P27169	P27169	PON1_HUMAN	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)	PON1 PON	PON1	PON			Homo sapiens (Human)
P27164	P27164	CALM3_PETHY	Calmodulin-related protein	CAM53	CAM53				Petunia hybrida (Petunia)
P27133	P27133	COROA_DICDI	Coronin-A (Coronin) (p55)	corA DDB_G0267382	corA			DDB_G0267382	Dictyostelium discoideum (Slime mold)
P27127	P27127	RFAB_ECOLI	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-) (UDP-D-galactose--(Glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase)	rfaB waaB b3628 JW3603	rfaB	waaB	b3628 JW3603		Escherichia coli (strain K12)
P27091	P27091	60A_DROME	Protein 60A (Protein glass bottom boat)	gbb 60A gbb-60A TGFb-60A CG5562	gbb	60A gbb-60A TGFb-60A		CG5562	Drosophila melanogaster (Fruit fly)
P27073	P27073	RS19_EMENI	40S ribosomal protein S19 (S16)	rps19 rps16 AN4060	rps19	rps16		AN4060	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
P27033	P27033	GUNC_CELJU	Endoglucanase C (EC 3.2.1.4) (Cellodextrinase C) (Cellulase C) (Endo-1,4-beta-glucanase C) (EGC)	celC cel5A CJA_1462	celC	cel5A	CJA_1462		Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)
P27012	P27012	SCRY4_ENTDO	S-crystallin 4 (OL4)						Enteroctopus dofleini (Giant octopus) (Octopus dofleini)
P27009	P27009	SCRY1_ENTDO	S-crystallin 1 (OL1)						Enteroctopus dofleini (Giant octopus) (Octopus dofleini)
P26998	P26998	CRBB3_HUMAN	Beta-crystallin B3 (Beta-B3 crystallin) [Cleaved into: Beta-crystallin B3, N-terminally processed]	CRYBB3 CRYB3	CRYBB3	CRYB3			Homo sapiens (Human)
P26995	P26995	EXSC_PSEAE	Exoenzyme S synthesis protein C	exsC PA1710	exsC		PA1710		Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)
P26992	P26992	CNTFR_HUMAN	Ciliary neurotrophic factor receptor subunit alpha (CNTF receptor subunit alpha) (CNTFR-alpha)	CNTFR	CNTFR				Homo sapiens (Human)
P26975	P26975	PHON_PROST	Non-specific acid phosphatase (NSAP) (EC 3.1.3.2)	phoN	phoN				Providencia stuartii
P26955	P26955	IL3RB_MOUSE	Cytokine receptor common subunit beta (GM-CSF/IL-3/IL-5 receptor common beta subunit) (CD antigen CD131)	Csf2rb Aic2b Csf2rb1 Il3rb1	Csf2rb	Aic2b Csf2rb1 Il3rb1			Mus musculus (Mouse)
P26951	P26951	IL3RA_HUMAN	Interleukin-3 receptor subunit alpha (IL-3 receptor subunit alpha) (IL-3R subunit alpha) (IL-3R-alpha) (IL-3RA) (CD antigen CD123)	IL3RA IL3R	IL3RA	IL3R			Homo sapiens (Human)
P26918	P26918	BLAB_AERHY	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Carbapenem-hydrolyzing metallo-beta-lactamase) (Metallo-beta-lactamase type II)	cphA	cphA				Aeromonas hydrophila
P26907	P26907	GSIB_BACSU	Glucose starvation-inducible protein B (General stress protein B)	gsiB BSU04400	gsiB		BSU04400		Bacillus subtilis (strain 168)
P26902	P26902	DPPA_BACSU	D-aminopeptidase (EC 3.4.11.-)	dppA dciAA BSU12920	dppA	dciAA	BSU12920		Bacillus subtilis (strain 168)
P26894	P26894	IL8_PIG	Interleukin-8 (IL-8) (Alveolar macrophage chemotactic factor I) (AMCF-I) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8)	CXCL8 IL8	CXCL8	IL8			Sus scrofa (Pig)
P26887	P26887	MER11_EUPRA	Mating pheromone Er-11 (Euplomone R11)	MAT11	MAT11				Euplotes raikovi
P26842	P26842	CD27_HUMAN	CD27 antigen (CD27L receptor) (T-cell activation antigen CD27) (T14) (Tumor necrosis factor receptor superfamily member 7) (CD antigen CD27)	CD27 TNFRSF7	CD27	TNFRSF7			Homo sapiens (Human)
P26814	P26814	BOR_LAMBD	Lipoprotein bor	bor	bor				Escherichia phage lambda (Bacteriophage lambda)
P26802	P26802	DDX51_DROME	Probable ATP-dependent RNA helicase Dbp73D (DEAD box protein 73D) (EC 3.6.4.13)	Dbp73D CG9680	Dbp73D			CG9680	Drosophila melanogaster (Fruit fly)
P26798	P26798	INO2_YEAST	Protein INO2	INO2 DIE1 SCS1 YDR123C YD9727.18C	INO2	DIE1 SCS1	YDR123C	YD9727.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P26793	P26793	FEN1_YEAST	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1) (RAD2 homolog nuclease 1) (RTH1 nuclease) (Structure-specific endonuclease RAD27)	RAD27 FEN1 RTH1 YKL113C YKL510	RAD27	FEN1 RTH1	YKL113C	YKL510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P26755	P26755	RFA3_YEAST	Replication factor A protein 3 (RF-A) (Replication protein A 13 kDa subunit)	RFA3 YJL173C J0506	RFA3		YJL173C	J0506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P26729	P26729	BXA6_BOMMO	Bombyxin A-6 (BBX-A6) (4K-prothoracicotropic hormone) (4K-PTTH) (Bombyxin-II) [Cleaved into: Bombyxin A-6 B chain; Bombyxin A-6 A chain]	BBXA6	BBXA6				Bombyx mori (Silk moth)
P26718	P26718	NKG2D_HUMAN	NKG2-D type II integral membrane protein (Killer cell lectin-like receptor subfamily K member 1) (NK cell receptor D) (NKG2-D-activating NK receptor) (CD antigen CD314)	KLRK1 D12S2489E NKG2D	KLRK1	D12S2489E NKG2D			Homo sapiens (Human)
P26688	P26688	CBHE_COXBU	Protein CbhE	cbhE CBUA0016	cbhE		CBUA0016		Coxiella burnetii (strain RSA 493 / Nine Mile phase I)
P26641	P26641	EF1G_HUMAN	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	EEF1G EF1G PRO1608	EEF1G	EF1G		PRO1608	Homo sapiens (Human)
P26630	P26630	PAX6_DANRE	Paired box protein Pax-6 (Pax[Zf-a])	pax6a pax[zf-a] paxzf-a si:dkeyp-46c10.1	pax6a	pax[zf-a] paxzf-a		si:dkeyp-46c10.1	Danio rerio (Zebrafish) (Brachydanio rerio)
P26591	P26591	GLRK_LYMST	Glutamate receptor						Lymnaea stagnalis (Great pond snail) (Helix stagnalis)
P26587	P26587	TIP31_ARATH	Aquaporin TIP3-1 (Alpha-tonoplast intrinsic protein) (Alpha-TIP) (Tonoplast intrinsic protein 3-1) (AtTIP3;1) [Cleaved into: Aquaporin TIP3-1, N-terminally processed]	TIP3-1 At1g73190 T18K17.14	TIP3-1		At1g73190	T18K17.14	Arabidopsis thaliana (Mouse-ear cress)
P26583	P26583	HMGB2_HUMAN	High mobility group protein B2 (High mobility group protein 2) (HMG-2)	HMGB2 HMG2	HMGB2	HMG2			Homo sapiens (Human)
P26572	P26572	MGAT1_HUMAN	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)	MGAT1 GGNT1 GLCT1 GLYT1 MGAT	MGAT1	GGNT1 GLCT1 GLYT1 MGAT			Homo sapiens (Human)
P26570	P26570	PPZ1_YEAST	Serine/threonine-protein phosphatase PP-Z1 (EC 3.1.3.16)	PPZ1 YML016C YM9571.02C	PPZ1		YML016C	YM9571.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P26482	P26482	FIXA_AZOC5	Protein FixA	fixA AZC_3447	fixA		AZC_3447		Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)
P26477	P26477	FLGM_SALTY	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)	flgM flgR mviS STM1172	flgM	flgR mviS	STM1172		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
P26474	P26474	ASRA_SALTY	Anaerobic sulfite reductase subunit A (Anaerobic sulfite reductase iron-sulfur subunit)	asrA STM2548	asrA		STM2548		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
P26448	P26448	BUB2_YEAST	Mitotic check point protein BUB2 (Cell cycle arrest protein BUB2)	BUB2 YMR055C YM9796.08C	BUB2		YMR055C	YM9796.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P26447	P26447	S10A4_HUMAN	Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4)	S100A4 CAPL MTS1	S100A4	CAPL MTS1			Homo sapiens (Human)
P26441	P26441	CNTF_HUMAN	Ciliary neurotrophic factor (CNTF)	CNTF	CNTF				Homo sapiens (Human)
P26439	P26439	3BHS2_HUMAN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type II) (3-beta-HSD II) (3-beta-HSD adrenal and gonadal type) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]	HSD3B2 HSDB3B	HSD3B2	HSDB3B			Homo sapiens (Human)
P26406	P26406	RFBP_SALTY	Undecaprenyl-phosphate galactose phosphotransferase (EC 2.7.8.6) (Galactosyl-P-P-undecaprenol synthase)	rfbP STM2082	rfbP		STM2082		Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
P26374	P26374	RAE2_HUMAN	Rab proteins geranylgeranyltransferase component A 2 (Choroideremia-like protein) (Rab escort protein 2) (REP-2)	CHML REP2	CHML	REP2			Homo sapiens (Human)
P26370	P26370	UGA3_YEAST	Transcriptional activator protein UGA3	UGA3 YDL170W	UGA3		YDL170W		Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P26368	P26368	U2AF2_HUMAN	Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)	U2AF2 U2AF65	U2AF2	U2AF65			Homo sapiens (Human)
